GENDER_R,AGE_R,EARNHR,YRSQUAL,C_D05,C_Q09,D_Q03,D_Q05a2,D_Q09,J_Q02a,J_Q03b,J_Q04a
2,35,8.09,6,1,14,1,1994,1,1,2,1
1,46,,10,1,28,1,,,1,2,1
1,57,6.25,12,1,39,1,2007,1,1,2,1
1,58,7.27,6,1,41,1,1985,1,1,3,1
1,37,,15,1,18,1,,,1,1,1
2,42,,12,2,8,,,,1,2,2
1,24,2.14,12,1,3,1,2008,2,2,0,2
1,42,10.12,6,1,35,1,2006,1,1,2,1
1,46,7.5,10,1,24,2,1999,1,1,1,2
2,53,6.24,12,1,29,2,2003,1,1,3,1
2,49,9.25,10,1,30,1,1996,1,1,2,1
2,26,,12,2,1,,,,2,0,1
1,27,6.36,6,1,4,1,2007,1,2,0,1
2,38,,10,3,20,,,,1,0,1
1,54,9.25,12,1,30,1,2006,1,1,3,2
1,32,,17,1,5,1,,,1,0,1
2,17,,10,3,0,,,,2,0,2
1,50,13.29,14,1,29,1,2010,1,1,2,1
1,55,,10,2,24,,,,1,2,1
2,21,1.93,12,1,1,1,2010,5,2,0,2
1,50,26.42,17,1,25,2,1990,1,1,1,1
1,52,,10,2,34,,,,2,0,1
1,43,7.93,14,1,21,2,1989,1,1,1,2
1,45,,6,3,14,,,,2,0,1
2,34,15.87,15,1,9,1,2002,1,1,0,1
1,29,,15,2,7,,,,2,0,1
1,37,,17,2,6,,,,1,0,1
1,27,8,14,1,4,1,2011,1,2,0,2
2,30,13.87,17,1,5,1,2009,2,1,0,2
1,37,6.55,12,1,18,2,2003,1,2,0,2
2,31,,6,3,1,,,,1,3,1
1,20,,6,2,0,,,,2,0,1
2,55,,15,3,14,,,,1,3,1
2,31,,12,3,8,,,,1,2,1
2,36,,10,3,9,,,,1,2,1
1,59,,10,1,42,1,,,1,2,1
2,49,,6,2,29,,,,1,1,1
1,36,14.64,17,1,11,1,2009,1,1,1,2
1,52,,15,3,8,,,,1,1,2
2,37,,17,2,9,,,,1,1,1
1,57,,6,2,30,,,,1,3,2
2,34,,15,2,9,,,,1,1,1
1,41,11.1,17,1,12,1,1998,1,1,2,1
1,49,,6,2,20,,,,1,1,2
2,39,12.55,17,1,19,1,1997,1,1,2,1
2,54,,12,3,30,,,,2,2,1
1,58,6.47,14,1,38,2,2008,1,1,2,1
1,52,5.78,12,1,34,3,1999,1,1,2,1
1,40,12.85,12,1,25,1,2001,1,1,2,1
1,32,,6,2,7,,,,2,0,2
2,48,,10,3,2,,,,1,3,1
2,53,18.5,15,1,30,2,1988,1,2,2,1
1,33,6.06,12,1,10,1,2006,1,1,0,1
2,47,,12,2,18,,,,2,1,1
2,40,,15,2,10,,,,1,0,1
2,37,5.2,12,1,12,1,2001,1,1,1,1
1,47,,15,1,28,1,,,1,2,1
1,22,4.01,10,1,5,1,2008,1,2,0,1
2,41,,10,2,0,,,,1,2,1
2,61,7.51,6,1,38,1,1986,1,1,2,1
1,25,,10,1,8,1,,,2,0,1
2,63,,6,3,9,,,,1,1,1
1,65,,6,3,55,,,,1,3,1
1,35,8.81,10,1,7,1,2004,1,2,0,2
2,60,,6,3,8,,,,1,2,1
2,32,,10,3,1,,,,1,2,1
1,43,,10,2,25,,,,1,2,1
1,63,,12,3,39,,,,1,3,1
1,43,18.12,14,1,24,1,1987,1,1,2,1
1,36,,15,2,4,,,,2,0,1
1,53,9.25,6,1,37,1,2001,2,2,0,1
1,18,,6,3,1,,,,2,0,2
2,57,,10,2,14,,,,1,3,1
1,26,,6,3,8,,,,1,2,1
1,53,,12,1,34,1,,,1,2,1
1,41,,6,2,8,,,,2,0,2
1,40,10.98,6,1,24,1,2008,1,1,1,1
1,63,92.49,17,1,41,1,1992,1,1,2,1
1,22,6,11,1,1,1,2011,2,2,0,1
1,60,,6,1,33,1,,,1,4,1
1,53,,10,2,36,,,,1,2,1
2,56,,12,1,39,1,,,1,0,1
2,50,,10,2,30,,,,1,1,1
2,43,,12,2,15,,,,2,2,1
2,42,,12,3,20,,,,2,1,2
2,47,6.47,10,1,34,1,1978,1,1,2,1
1,26,8.09,12,1,7,1,2005,1,2,0,1
1,39,9.54,12,1,18,2,1991,1,1,1,1
2,56,,6,3,5,,,,1,0,1
2,17,,10,3,0,,,,2,0,1
2,62,,6,3,18,,,,1,2,1
2,32,3.85,12,1,9,1,2010,2,1,1,2
1,47,,6,2,15,,,,1,2,1
1,39,,6,2,20,,,,1,3,1
2,22,5.14,12,1,7,1,2005,2,2,0,1
1,32,6.94,10,1,8,1,2007,5,1,1,2
1,57,,6,3,35,,,,1,2,1
2,34,7.71,17,1,11,1,2004,1,1,2,1
1,44,,6,2,18,,,,2,1,1
2,35,6.61,17,1,3,2,2011,1,2,0,1
2,29,16.52,17,1,3,1,2011,2,1,0,2
1,27,8.59,10,1,11,1,2008,1,2,0,1
2,65,,10,1,14,1,,,1,2,1
1,58,,10,1,44,1,,,1,1,1
1,36,5.51,14,1,15,1,1999,1,1,1,1
2,21,,12,2,1,,,,2,0,1
1,40,5.78,12,1,15,1,2005,1,1,0,1
1,38,13.46,17,1,15,1,2000,1,1,1,1
2,27,3.18,10,1,8,1,2003,1,2,0,1
1,25,54.91,12,1,4,2,2009,1,1,0,1
2,41,12.61,14,1,21,2,2004,6,1,1,1
2,28,8.09,12,1,7,1,2004,3,1,1,1
2,38,13.87,17,1,16,2,1997,1,1,2,1
1,31,7.51,14,1,10,1,2007,1,2,0,2
2,42,4.8,6,1,28,1,2009,2,1,5,1
1,33,,10,2,5,,,,1,2,2
1,33,,10,1,13,1,,,1,0,1
2,54,,10,1,30,1,,,2,1,1
2,35,,17,2,12,,,,1,0,2
1,29,,10,1,13,,,,1,0,1
2,32,10.67,17,1,7,1,2005,1,1,1,1
1,55,19.82,15,1,30,2,2011,2,1,0,1
2,39,2.64,14,1,16,1,1995,1,1,2,1
1,55,,12,1,33,1,,,1,3,1
1,41,13.87,12,1,20,2,2005,1,1,3,1
2,36,8.67,17,1,11,1,2006,1,2,0,2
1,44,7.8,14,1,21,3,1991,1,2,0,1
2,45,,12,1,20,,,,1,2,1
1,39,6.26,10,1,10,1,2008,1,2,0,1
1,33,19.88,17,1,9,1,2007,1,1,0,1
1,46,19.82,12,1,23,2,1988,1,1,3,1
2,32,,15,3,12,,,,1,2,2
2,21,8.93,12,1,1,2,2008,2,1,0,1
2,51,,14,3,8,,,,1,2,1
2,62,,6,1,17,1,,,1,2,1
2,50,,6,1,17,1,,,1,2,1
1,47,7.36,10,1,30,1,2002,1,1,2,1
2,59,,14,2,18,,,,1,3,1
2,28,,15,1,3,1,,,1,1,1
1,37,,6,1,12,1,,,1,1,1
2,38,6.94,17,1,20,1,2005,1,2,0,1
2,29,6.36,15,1,6,2,2006,2,1,1,1
2,47,,12,2,8,,,,1,2,1
2,50,,6,3,14,,,,1,0,1
2,34,7.71,12,1,20,1,2008,1,2,0,1
2,35,,14,3,6,,,,2,0,1
1,63,,10,3,45,,,,2,0,1
2,53,,10,2,7,,,,1,3,1
2,65,,15,3,30,,,,1,2,1
1,31,10.79,17,1,5,1,2009,1,1,0,1
2,35,5.01,10,1,11,1,2011,2,1,1,1
2,35,12.09,17,1,10,1,2006,1,1,1,1
1,45,9.23,12,1,23,1,2010,3,1,2,1
1,59,,6,3,38,,,,2,0,1
2,33,,15,1,11,1,,,1,0,1
2,48,7.98,12,1,16,3,1996,1,1,2,1
1,42,,14,2,19,,,,2,1,1
1,32,,6,3,5,,,,2,0,2
1,22,,12,3,0,,,,2,0,1
1,54,,10,2,29,,,,1,1,2
1,30,17.34,21,1,7,2,2006,2,2,0,1
1,35,4,10,1,15,1,2008,1,1,2,1
1,45,7.51,14,1,23,1,1994,1,2,0,1
1,18,,12,3,1,,,,2,0,2
2,46,,10,1,0,1,,,1,3,1
2,55,,15,3,12,,,,1,4,1
1,53,,6,2,29,,,,1,2,1
1,55,7.11,6,1,37,1,1992,1,1,2,1
2,37,12.33,17,1,12,1,1999,1,1,1,1
2,51,,6,2,17,,,,2,3,1
2,28,5.78,10,1,11,1,2008,2,2,0,1
1,26,8.09,10,1,5,1,2006,1,1,1,2
2,53,6.94,6,1,30,1,1974,1,1,1,1
2,47,,6,3,0,,,,1,2,1
1,22,,10,2,6,,,,2,0,1
2,30,2.77,12,1,10,1,2011,1,1,1,1
1,53,6.87,12,1,35,1,1994,1,1,2,1
1,30,12.61,17,1,4,2,2007,1,2,0,1
2,37,,10,3,6,,,,1,0,1
1,52,17.34,17,1,30,2,1998,1,1,1,1
1,48,6.94,10,1,23,1,2011,2,1,4,2
2,34,,12,2,17,,,,1,2,1
2,45,16.96,17,1,19,2,1992,1,1,0,1
2,20,5,10,1,0,1,2011,5,2,0,1
2,29,4.91,6,1,5,1,2005,1,1,0,2
2,25,6.28,10,1,2,1,2004,2,1,1,1
2,27,,15,3,4,,,,1,0,1
2,49,13.21,17,1,17,2,1982,6,1,1,1
1,45,,6,3,3,,,,2,0,1
2,53,,14,2,24,,,,1,2,1
1,46,,6,2,25,,,,1,2,1
1,35,,6,2,6,,,,1,3,2
2,50,,6,3,5,,,,1,2,1
1,19,,11,3,1,,,,2,0,1
2,53,23.78,21,1,27,2,1992,1,1,2,1
2,39,19.82,17,1,13,2,1997,1,1,2,1
1,62,9.11,6,1,40,2,1991,1,1,1,1
2,23,4.05,10,1,1,1,2011,2,2,0,1
1,38,,10,3,5,,,,1,2,1
2,44,,10,3,5,,,,2,0,1
1,42,5.01,10,1,27,1,2008,2,1,3,1
2,64,,6,3,9,,,,1,7,1
2,60,9.83,12,1,34,2,1978,1,2,0,1
2,34,6.87,15,1,14,2,2006,1,1,2,1
1,37,7.51,10,1,15,1,1997,1,1,1,1
2,25,10.79,12,1,2,1,2011,5,1,2,1
2,50,,12,3,7,,,,1,2,1
2,54,15.62,17,1,25,2,1986,1,1,2,1
1,37,,14,3,5,,,,2,0,1
2,35,21.3,17,1,10,2,2009,1,1,0,1
1,40,,14,2,18,,,,1,0,2
2,56,10.02,6,1,26,1,1984,1,1,3,1
2,32,,6,3,8,,,,1,2,1
1,38,8.36,10,1,21,1,2003,1,1,1,1
2,39,,10,3,21,,,,1,2,2
1,56,15.21,12,1,37,2,1975,1,1,2,1
1,26,4.62,10,1,3,1,2009,2,2,2,2
1,52,,15,1,30,2,,,1,2,1
2,46,3.68,6,1,5,1,2007,1,2,2,1
1,24,2.85,10,1,1,1,2011,2,2,0,2
1,27,,10,1,7,2,,,1,0,1
1,64,,6,1,50,1,,,1,2,1
2,30,,17,2,4,,,,2,0,1
2,49,7.11,12,1,28,1,1998,1,1,2,1
1,45,6.17,10,1,23,1,1988,1,1,2,1
1,56,,12,1,40,1,,,1,3,1
1,42,6.94,14,1,20,1,2006,1,2,0,1
2,41,,10,1,5,1,,,1,3,1
2,41,,10,3,3,,,,1,2,1
1,42,17.5,14,1,23,1,2008,1,1,1,1
2,52,,10,3,2,,,,1,2,1
1,46,28.85,21,1,18,1,1997,1,1,2,1
2,27,8.67,17,1,3,1,2010,2,2,0,1
1,25,,10,1,6,1,,,2,0,2
2,25,4.91,12,1,6,1,2007,1,1,1,1
2,43,,10,3,18,,,,1,1,1
1,36,,15,2,2,,,,2,0,1
1,20,,10,2,2,,,,2,0,1
1,33,,12,2,14,,,,1,1,2
1,23,12.72,11,1,4,1,2007,1,2,0,1
2,44,5.59,10,1,5,1,2006,2,1,2,1
2,44,,10,1,12,1,,,1,2,1
2,43,,10,3,16,,,,1,3,2
2,25,,12,3,3,,,,1,0,1
1,27,6.01,14,1,5,1,2006,1,2,0,1
2,38,12.09,15,1,15,2,2002,1,1,1,1
2,64,,14,3,23,,,,1,4,1
1,21,7.34,10,1,4,1,2008,1,2,0,1
1,45,6.94,10,1,25,1,2009,1,2,0,1
2,37,7.71,17,1,18,1,2003,1,2,0,1
2,46,,17,3,25,,,,1,1,2
1,43,,12,1,2,1,,,1,2,2
1,39,10.4,6,1,25,1,2006,1,1,1,1
2,37,5.14,12,1,15,1,1999,1,1,1,1
1,39,13.76,14,1,16,1,1995,1,1,2,1
2,29,,15,2,2,,,,2,0,1
2,40,5.25,12,1,20,1,2005,2,1,1,2
1,64,,6,3,44,,,,1,4,1
1,30,,6,2,11,,,,1,3,1
1,51,,6,1,25,1,,,1,1,1
2,51,9.13,10,1,33,1,1979,1,1,2,1
1,33,5.17,6,1,11,1,2008,1,1,2,2
2,38,,14,2,10,,,,1,2,1
1,18,,6,2,1,,,,1,1,2
2,50,,17,1,28,1,,,1,2,1
2,48,,10,3,18,,,,1,1,1
1,39,8.67,14,1,20,1,1995,1,1,0,1
1,55,13.04,14,1,39,2,1970,1,1,2,1
1,40,10.4,6,1,18,1,2008,1,1,2,1
1,34,9.25,10,1,15,1,2004,2,1,0,1
1,26,7.51,12,1,6,1,2008,1,2,0,1
1,26,,6,2,8,,,,1,1,1
2,62,,6,3,15,,,,1,1,1
1,40,14.82,14,1,17,1,2002,1,1,3,1
1,53,,12,3,17,,,,1,3,1
2,38,6.94,12,1,17,1,2000,1,1,3,1
2,25,,17,3,1,,,,2,0,1
2,43,,6,3,8,,,,2,3,1
1,43,,6,1,18,1,,,1,2,2
2,47,,12,1,22,1,,,1,2,1
2,51,,17,1,28,1,,,1,2,1
2,44,5.56,6,1,7,2,2007,1,1,2,1
2,40,,10,3,15,,,,1,0,1
1,57,5.41,6,1,39,1,1995,1,1,2,1
1,39,46.24,15,1,19,1,2006,1,1,1,1
1,55,,12,3,33,,,,1,1,1
2,40,,12,3,19,,,,1,2,1
1,23,,11,2,6,,,,1,0,1
2,34,9.83,17,1,9,1,2006,1,2,0,1
1,65,,6,3,45,,,,1,3,1
2,32,8.67,12,1,9,2,2002,1,1,0,1
1,49,,12,3,23,,,,1,2,1
1,20,,6,2,1,,,,2,0,1
1,33,,17,1,7,1,,,2,0,1
1,64,,6,3,47,,,,1,4,1
1,62,7.69,10,1,39,1,2009,6,1,2,1
2,33,10.51,12,1,13,1,2001,1,1,1,1
2,48,11.2,6,1,9,1,2002,2,1,2,1
2,38,,10,1,20,1,,,2,3,2
1,24,,6,2,8,,,,2,0,1
1,51,7.51,12,1,31,1,2005,1,1,2,1
1,42,8.09,10,1,26,1,2000,1,1,2,1
2,59,,6,3,1,,,,1,2,1
2,43,10.55,15,1,17,2,1993,1,1,2,1
1,34,,12,2,10,,,,2,0,1
1,36,9.83,12,1,12,2,2004,1,1,0,1
1,26,2.73,6,1,4,2,2010,2,1,0,1
2,33,,12,1,12,1,,,1,0,1
2,39,9.89,14,1,10,2,2003,1,1,2,1
2,46,,15,3,15,,,,1,3,1
1,62,,14,1,35,1,,,1,2,1
2,24,,6,3,1,,,,2,0,1
1,53,,10,2,23,,,,1,3,1
2,24,7.51,14,1,4,1,2010,1,2,0,1
1,31,,17,3,6,,,,1,0,1
1,29,13.85,17,1,8,1,2003,1,1,0,1
1,38,30.22,21,1,15,2,2000,1,1,3,1
2,43,7.54,14,1,23,1,2004,1,1,2,1
1,45,,6,2,20,,,,1,1,1
2,39,14.53,17,1,11,2,2009,2,1,3,1
1,52,12.14,10,1,36,1,1975,1,1,2,1
1,48,,6,1,30,1,,,1,2,1
1,62,,17,3,41,,,,1,2,1
2,37,35.26,15,1,15,1,2004,1,1,3,1
1,45,14.42,10,1,28,1,2006,1,1,2,1
2,56,6.42,10,1,30,1,2002,1,1,2,1
1,26,,12,2,6,,,,2,0,1
2,60,,12,3,41,,,,1,2,1
1,32,,14,2,4,,,,2,0,1
2,58,8.44,12,1,42,1,1969,1,2,0,1
2,32,6.24,15,1,9,1,2002,1,1,1,1
1,36,,10,2,16,,,,1,1,1
2,62,,6,3,18,,,,1,2,1
1,31,8.65,15,1,6,1,2009,1,1,0,1
1,49,16.43,10,1,36,2,2000,1,1,2,1
2,37,12.55,15,1,14,2,1998,1,1,2,1
2,38,6.47,15,1,15,1,2007,1,1,1,1
1,35,5.78,10,1,10,1,2011,2,1,1,2
1,53,12.33,17,1,30,1,1990,1,1,2,1
2,35,6.94,12,1,20,1,2001,6,1,2,2
2,60,,15,3,4,,,,1,2,1
1,35,7.51,15,1,14,1,2010,1,2,0,2
1,22,,12,3,0,,,,1,0,1
2,48,,6,1,25,1,,,1,2,1
1,56,,6,2,35,,,,1,1,1
1,38,8.67,15,1,10,1,2008,6,1,2,2
1,37,9.91,12,1,21,1,2006,1,1,1,1
2,44,16.96,15,1,20,2,1992,1,1,2,1
1,60,,15,1,38,1,,,1,1,1
2,52,,6,2,10,,,,1,3,1
2,29,,6,2,8,,,,2,2,1
1,34,3.04,10,1,12,1,2011,2,1,1,2
2,23,,12,2,0,,,,2,0,1
2,58,,6,3,13,,,,1,3,1
1,54,17.34,12,1,33,1,1977,1,1,2,1
2,21,3.7,10,1,4,1,2010,5,2,0,2
2,23,6.61,10,1,1,1,2010,2,1,1,1
1,31,,10,2,12,,,,1,0,1
2,26,4.76,11,1,5,3,2011,1,1,0,1
2,37,4.62,10,1,15,1,2009,5,2,2,2
2,51,11.04,17,1,16,1,1991,1,1,2,1
1,46,9.62,6,1,15,1,2005,2,1,0,1
1,48,,10,2,20,,,,1,3,1
1,35,,14,1,16,1,,,1,2,1
2,33,21.79,17,1,6,2,2003,1,1,2,1
1,47,12.72,14,1,25,1,2006,1,1,2,1
1,28,,14,3,0,,,,2,0,1
2,65,,12,3,10,,,,1,2,1
1,22,,10,2,4,,,,2,0,1
1,38,11.56,21,1,12,2,2003,6,1,1,1
1,34,,15,2,5,,,,1,3,1
1,64,,6,3,38,,,,1,2,1
2,55,,12,3,10,,,,1,2,1
2,36,11.56,14,1,11,1,2002,1,1,3,1
2,45,,10,2,19,,,,1,0,1
2,31,,14,2,7,,,,1,0,1
2,32,7.69,12,1,14,1,2008,1,1,0,1
2,57,,6,1,27,1,,,2,2,1
2,49,7.71,17,1,31,2,2008,1,1,2,1
1,30,,10,2,10,,,,1,2,1
1,52,,14,1,35,1,,,1,1,1
2,47,6.65,12,1,14,1,2003,2,1,2,1
1,50,15,12,1,27,1,1981,3,1,0,1
1,41,,10,2,24,,,,1,2,1
1,56,,15,3,30,,,,1,1,1
2,36,5.78,10,1,15,1,2010,5,1,1,2
2,22,8,12,1,1,1,2009,1,2,0,2
1,50,6.94,6,1,34,1,2010,3,1,2,1
2,54,,10,3,15,,,,1,2,1
1,49,6,10,1,24,1,2008,1,1,2,1
2,21,,12,2,1,,,,2,0,1
1,48,10,10,1,28,1,1993,2,1,2,1
2,37,,6,2,1,,,,2,3,1
1,37,5.78,6,1,13,1,2004,2,1,0,1
1,33,12.72,14,1,9,1,2005,1,1,0,1
2,64,,15,3,35,,,,2,6,1
2,49,,6,2,15,,,,1,2,1
1,60,,6,3,32,,,,1,5,1
1,58,,6,2,40,,,,1,2,1
1,21,6,10,1,3,1,2008,1,2,0,1
2,28,,10,3,1,,,,2,0,1
2,63,,6,3,22,,,,1,2,1
2,43,9.25,14,1,23,2,1986,1,1,2,1
1,47,,17,2,19,,,,1,2,2
2,54,,6,1,40,1,,,2,2,1
1,56,14.8,6,1,38,1,1995,1,1,2,1
1,28,9,6,1,1,1,2010,2,2,0,2
1,63,6.25,12,1,45,1,2001,1,1,3,1
2,20,,10,2,1,,,,2,0,1
2,36,4.62,12,1,18,1,2006,1,1,1,1
2,53,12.85,12,1,33,1,1977,1,1,2,1
1,63,,10,3,43,,,,1,1,1
2,40,26.44,21,1,10,2,2006,6,2,0,1
2,49,,6,2,4,,,,1,2,1
1,35,6.17,17,1,23,1,2008,1,1,0,2
2,47,,12,2,15,,,,1,1,1
2,56,3.47,6,1,20,1,2010,2,1,1,1
2,51,21.58,15,1,27,2,1984,1,1,2,1
2,29,8.38,15,1,7,1,2004,1,2,0,1
2,29,,12,3,5,,,,1,1,2
1,32,9.13,12,1,13,1,1998,1,2,0,1
1,33,11.56,21,1,6,1,2007,1,1,1,1
1,30,12.72,17,1,6,1,2005,1,2,0,1
1,64,,6,3,48,,,,1,2,1
2,46,6.38,6,1,14,1,2011,2,2,2,1
1,61,,6,1,38,1,,,1,3,1
2,48,,10,1,8,1,,,1,2,1
1,28,4.62,10,1,2,1,2010,5,1,0,2
1,28,,12,2,2,,,,2,0,1
1,47,,12,3,30,,,,1,0,2
2,43,10.12,15,1,22,2,1993,1,2,2,1
1,38,23.12,6,1,20,1,2011,1,1,0,1
1,57,,10,2,37,,,,1,2,1
2,31,6.36,14,1,11,2,2001,1,2,0,1
1,38,2.12,10,1,20,1,2011,2,2,2,1
1,26,6.65,17,1,2,2,2009,2,2,0,1
2,41,,14,2,20,,,,1,3,2
1,24,8.17,15,1,1,1,2011,4,2,0,1
2,33,,10,3,50,,,,1,2,2
1,48,4.62,6,1,30,1,2008,2,1,1,1
2,31,,10,3,7,,,,1,1,1
1,57,,12,1,35,1,,,1,2,1
2,63,,12,3,7,,,,1,2,1
2,57,,15,3,29,,,,1,1,1
1,39,7.51,14,1,14,2,1998,1,1,2,1
2,30,,10,3,7,,,,1,2,2
2,41,6.94,15,1,19,1,1999,1,1,1,1
1,42,,10,2,25,,,,1,1,1
1,41,5.06,14,1,15,1,2002,1,2,0,1
1,44,6.61,6,1,27,2,2000,1,1,1,1
2,35,4.16,10,1,12,3,1999,1,2,0,1
2,53,,6,1,38,1,,,1,2,1
2,60,,10,3,10,,,,1,2,1
2,24,4.62,10,1,4,1,2008,1,1,0,1
2,55,,17,1,32,1,,,1,0,2
2,60,,10,1,35,1,,,1,2,1
2,23,,12,1,2,1,,,2,0,1
1,46,12.72,6,1,30,1,2007,2,1,2,1
2,63,,17,3,40,,,,2,3,1
2,65,,6,1,15,1,,,2,2,1
2,25,,10,1,8,1,,,1,0,1
1,48,16.35,12,1,28,2,1982,1,1,0,1
1,40,5.9,10,1,28,1,2007,2,1,1,1
2,25,6.55,15,1,4,2,2007,1,1,0,1
1,28,6.92,14,1,7,2,2009,2,2,0,1
1,40,11.54,14,1,12,1,2001,1,1,2,1
1,60,,6,1,46,1,,,1,1,1
2,25,,17,3,1,,,,2,0,1
1,40,13.29,12,1,21,1,1999,1,1,1,1
2,28,11.56,15,1,12,1,2009,1,2,0,1
2,29,15.03,14,1,8,1,2002,1,2,0,1
2,65,,10,3,35,,,,2,0,1
1,52,,10,1,34,1,,,1,1,1
1,20,,12,3,2,,,,2,0,1
2,22,,6,2,1,,,,1,3,1
1,29,4.75,10,1,10,1,2000,1,2,0,1
1,65,,6,3,40,,,,1,2,1
2,34,8.59,17,1,7,1,2008,1,1,3,1
2,42,,6,2,15,,,,1,2,1
1,36,,14,1,17,1,,,1,2,1
2,50,7.4,6,1,0,2,2011,3,1,2,2
1,33,,14,2,14,,,,1,2,1
2,47,14.51,17,1,21,2,1998,1,1,2,1
2,34,5.43,15,1,8,1,2007,1,1,1,1
1,55,4.62,6,1,30,1,2008,1,1,5,1
2,35,30,17,1,15,1,2008,2,1,0,1
1,60,,10,3,41,,,,1,2,1
1,49,10.4,10,1,33,1,1991,1,1,2,1
2,33,,17,2,1,,,,1,2,1
1,38,,10,2,25,,,,1,2,2
1,58,14.45,12,1,42,1,1975,1,1,2,1
2,59,4.62,6,1,42,1,2007,1,2,3,1
1,49,11.56,14,1,25,1,2001,1,1,1,1
1,34,9.23,10,1,15,2,1995,1,1,1,1
1,53,4.62,6,1,12,1,2011,2,1,1,1
1,33,6.94,10,1,11,1,2009,1,1,2,2
2,27,,6,2,1,,,,1,3,1
2,53,8.67,14,1,35,1,2011,1,1,2,1
2,48,18.5,15,1,25,1,2007,1,2,0,2
2,47,,15,3,20,,,,1,2,1
1,45,,10,1,28,1,,,1,1,2
2,37,6.36,6,1,20,1,1999,1,2,3,1
1,18,5.2,10,1,0,1,2009,5,2,0,1
1,36,27.75,17,1,10,1,2003,1,1,2,1
1,30,27.75,10,1,1,1,1999,2,1,1,2
1,25,4.91,10,1,7,1,2008,1,2,0,1
2,31,,10,3,5,,,,1,1,1
1,40,37.57,17,1,14,1,2008,1,1,1,2
2,31,5.78,10,1,8,1,2011,2,2,2,2
1,52,,6,2,25,,,,1,1,1
1,48,,14,1,25,1,,,2,1,1
1,43,3.3,15,1,25,1,2010,1,1,4,2
2,23,,12,3,0,,,,2,0,1
1,41,11.56,10,1,20,1,2003,1,1,2,1
1,55,19.16,17,1,27,2,1989,1,2,0,1
2,48,15.62,17,1,22,2,1993,1,1,2,1
2,61,2.75,6,1,25,2,2006,3,1,4,1
1,32,8.09,14,1,10,1,2001,1,1,0,1
1,43,9.63,17,1,24,2,1994,1,1,1,1
2,35,5.61,10,1,20,1,2000,1,1,2,1
2,16,,10,3,0,,,,2,0,1
1,52,,6,2,15,,,,2,4,2
1,49,17.31,12,1,27,1,2009,1,2,1,1
1,18,,6,3,0,,,,2,0,1
1,30,,12,3,10,,,,1,0,2
2,45,7.64,10,1,20,1,2006,2,1,2,1
2,48,,10,3,13,,,,1,2,1
1,47,8.67,10,1,40,1,2009,1,1,2,1
2,30,,10,2,6,,,,1,1,1
1,51,10.62,14,1,11,2,2000,1,1,2,1
2,33,,10,3,3,,,,1,2,2
2,61,,10,3,0,,,,1,3,1
1,47,17.46,15,1,22,2,1999,1,1,2,1
1,35,11.56,15,1,13,2,1999,1,1,0,1
2,60,,6,3,4,,,,1,2,1
1,32,13.11,17,1,4,1,2010,1,2,0,1
1,59,,6,3,39,,,,1,5,1
1,57,6.61,14,1,26,1,1989,1,1,2,1
2,60,,17,3,41,,,,1,0,2
2,54,,12,3,15,,,,1,4,1
1,29,8.67,15,1,4,1,2008,1,2,0,1
1,52,,6,1,35,1,,,1,2,1
1,31,,12,1,9,1,,,1,0,1
1,40,41.67,17,1,24,1,2011,1,1,3,1
1,29,,10,2,11,,,,2,0,1
1,63,,6,3,39,,,,1,2,1
2,31,,17,3,5,,,,1,1,1
1,62,,6,3,34,,,,1,2,1
2,47,12.17,17,1,22,2,2009,2,1,2,1
2,65,,10,3,18,,,,1,3,1
1,46,8.67,6,1,23,1,2009,1,1,2,1
1,35,,10,2,15,,,,1,1,1
1,36,,12,2,8,,,,2,0,1
2,26,,10,2,9,,,,2,0,1
1,25,6.88,10,1,7,1,2011,2,1,0,2
1,33,8.55,6,1,15,1,2000,1,1,1,1
2,35,8.59,10,1,15,1,2009,1,2,0,1
2,22,,14,3,2,,,,1,0,2
2,42,,10,3,3,,,,1,0,1
2,29,10.58,15,1,8,1,2005,1,1,0,1
1,41,19.08,10,1,17,1,2003,1,1,2,1
1,44,13.29,14,1,18,1,1997,1,1,1,1
2,25,7.23,10,1,7,1,2007,1,1,0,1
2,55,,10,1,37,1,,,1,2,1
2,44,11.56,17,1,7,2,2009,2,1,2,1
2,49,11.56,6,1,20,1,2003,1,1,2,1
2,47,5.25,12,1,17,1,2001,1,2,1,2
2,35,,10,2,12,,,,1,2,1
2,35,,17,3,6,,,,2,1,1
2,65,,10,3,32,,,,1,4,1
2,37,18.25,17,1,7,2,2010,1,1,3,1
1,60,,15,3,40,,,,2,3,1
2,45,,10,2,21,,,,1,0,1
1,46,7.91,17,1,18,1,2008,1,1,1,1
2,34,4.62,10,1,7,1,2009,2,2,0,2
1,31,5.78,14,1,8,1,2011,2,2,0,1
2,22,,10,2,4,,,,1,1,1
2,41,,6,1,10,1,,,1,2,2
1,33,3.57,11,1,11,1,2009,2,2,0,2
2,36,,12,2,6,,,,1,2,2
1,48,17.34,17,1,21,2,1990,1,1,2,1
2,49,8.32,10,1,35,1,1976,5,1,2,1
2,52,,10,3,12,,,,1,3,1
2,38,3.85,10,1,5,2,2008,2,2,0,2
1,39,9.23,17,1,10,1,2011,1,1,1,1
2,49,,10,3,17,,,,2,2,1
1,40,14.53,17,1,16,2,2006,1,1,1,1
2,50,4.91,10,1,32,1,2009,2,1,4,2
1,28,,12,2,4,,,,2,0,1
